table,seq,column,is_pk,is_fk,type,i1,size,description,d_segment,id
p10,58,p0100055,,,INTEGER,,,White; American Indian and Alaska Native; Asian; Some Other Race,,d1Fc180a00W
p10,59,p0100056,,,INTEGER,,,White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180a00X
p10,60,p0100057,,,INTEGER,,,White; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180a00Y
p10,61,p0100058,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,,d1Fc180a00Z
p10,62,p0100059,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Asian; Some Other Race,,d1Fc180a010
p10,63,p0100060,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180a011
p10,64,p0100061,,,INTEGER,,,Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180a012
p10,65,p0100062,,,INTEGER,,,American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180a013
p10,66,p0100063,,,INTEGER,,,Population of five races:,,d1Fc180a014
p10,67,p0100064,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,,d1Fc180a015
p10,68,p0100065,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Asian; Some Other Race,,d1Fc180a016
p10,69,p0100066,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180a017
p10,70,p0100067,,,INTEGER,,,White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180a018
p10,71,p0100068,,,INTEGER,,,White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180a019
p10,72,p0100069,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180a01a
p10,73,p0100070,,,INTEGER,,,Population of six races:,,d1Fc180a01b
p10,74,p0100071,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180a01c
,,,,,,,,,,
p11,1,id,1,,INTEGER64,,6,,,d1Fc180b001
p11,2,stusab,,,VARCHAR,1,6,,,d1Fc180b002
p11,3,logrecno,,,INTEGER,1,7,,,d1Fc180b003
p11,4,p0110001,,,INTEGER,,,Total:,,d1Fc180b004
p11,5,p0110002,,,INTEGER,,,Hispanic or Latino,,d1Fc180b005
p11,6,p0110003,,,INTEGER,,,Not Hispanic or Latino:,,d1Fc180b006
p11,7,p0110004,,,INTEGER,,,Population of one race:,,d1Fc180b007
p11,8,p0110005,,,INTEGER,,,White alone,,d1Fc180b008
p11,9,p0110006,,,INTEGER,,,Black or African American alone,,d1Fc180b009
p11,10,p0110007,,,INTEGER,,,American Indian and Alaska Native alone,,d1Fc180b00a
p11,11,p0110008,,,INTEGER,,,Asian alone,,d1Fc180b00b
p11,12,p0110009,,,INTEGER,,,Native Hawaiian and Other Pacific Islander alone,,d1Fc180b00c
p11,13,p0110010,,,INTEGER,,,Some Other Race alone,,d1Fc180b00d
p11,14,p0110011,,,INTEGER,,,Two or More Races:,,d1Fc180b00e
p11,15,p0110012,,,INTEGER,,,Population of two races:,,d1Fc180b00f
p11,16,p0110013,,,INTEGER,,,White; Black or African American,,d1Fc180b00g
p11,17,p0110014,,,INTEGER,,,White; American Indian and Alaska Native,,d1Fc180b00h
p11,18,p0110015,,,INTEGER,,,White; Asian,,d1Fc180b00i
p11,19,p0110016,,,INTEGER,,,White; Native Hawaiian and Other Pacific Islander,,d1Fc180b00j
p11,20,p0110017,,,INTEGER,,,White; Some Other Race,,d1Fc180b00k
p11,21,p0110018,,,INTEGER,,,Black or African American; American Indian and Alaska Native,,d1Fc180b00l
p11,22,p0110019,,,INTEGER,,,Black or African American; Asian,,d1Fc180b00m
p11,23,p0110020,,,INTEGER,,,Black or African American; Native Hawaiian and Other Pacific Islander,,d1Fc180b00n
p11,24,p0110021,,,INTEGER,,,Black or African American; Some Other Race,,d1Fc180b00o
p11,25,p0110022,,,INTEGER,,,American Indian and Alaska Native; Asian,,d1Fc180b00p
p11,26,p0110023,,,INTEGER,,,American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,,d1Fc180b00q
p11,27,p0110024,,,INTEGER,,,American Indian and Alaska Native; Some Other Race,,d1Fc180b00r
p11,28,p0110025,,,INTEGER,,,Asian; Native Hawaiian and Other Pacific Islander,,d1Fc180b00s
p11,29,p0110026,,,INTEGER,,,Asian; Some Other Race,,d1Fc180b00t
p11,30,p0110027,,,INTEGER,,,Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180b00u
p11,31,p0110028,,,INTEGER,,,Population of three races:,,d1Fc180b00v
p11,32,p0110029,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native,,d1Fc180b00w
p11,33,p0110030,,,INTEGER,,,White; Black or African American; Asian,,d1Fc180b00x
p11,34,p0110031,,,INTEGER,,,White; Black or African American; Native Hawaiian and Other Pacific Islander,,d1Fc180b00y
p11,35,p0110032,,,INTEGER,,,White; Black or African American; Some Other Race,,d1Fc180b00z
p11,36,p0110033,,,INTEGER,,,White; American Indian and Alaska Native; Asian,,d1Fc180b00A
p11,37,p0110034,,,INTEGER,,,White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,,d1Fc180b00B
p11,38,p0110035,,,INTEGER,,,White; American Indian and Alaska Native; Some Other Race,,d1Fc180b00C
p11,39,p0110036,,,INTEGER,,,White; Asian; Native Hawaiian and Other Pacific Islander,,d1Fc180b00D
p11,40,p0110037,,,INTEGER,,,White; Asian; Some Other Race,,d1Fc180b00E
p11,41,p0110038,,,INTEGER,,,White; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180b00F
p11,42,p0110039,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Asian,,d1Fc180b00G
p11,43,p0110040,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,,d1Fc180b00H
p11,44,p0110041,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Some Other Race,,d1Fc180b00I
p11,45,p0110042,,,INTEGER,,,Black or African American; Asian; Native Hawaiian and Other Pacific Islander,,d1Fc180b00J
p11,46,p0110043,,,INTEGER,,,Black or African American; Asian; Some Other Race,,d1Fc180b00K
p11,47,p0110044,,,INTEGER,,,Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180b00L
p11,48,p0110045,,,INTEGER,,,American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,,d1Fc180b00M
p11,49,p0110046,,,INTEGER,,,American Indian and Alaska Native; Asian; Some Other Race,,d1Fc180b00N
p11,50,p0110047,,,INTEGER,,,American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180b00O
p11,51,p0110048,,,INTEGER,,,Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180b00P
p11,52,p0110049,,,INTEGER,,,Population of four races:,,d1Fc180b00Q
p11,53,p0110050,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Asian,,d1Fc180b00R
p11,54,p0110051,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,,d1Fc180b00S
p11,55,p0110052,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Some Other Race,,d1Fc180b00T
p11,56,p0110053,,,INTEGER,,,White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander,,d1Fc180b00U
p11,57,p0110054,,,INTEGER,,,White; Black or African American; Asian; Some Other Race,,d1Fc180b00V
p11,58,p0110055,,,INTEGER,,,White; Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180b00W
p11,59,p0110056,,,INTEGER,,,White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,,d1Fc180b00X
p11,60,p0110057,,,INTEGER,,,White; American Indian and Alaska Native; Asian; Some Other Race,,d1Fc180b00Y
p11,61,p0110058,,,INTEGER,,,White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180b00Z
p11,62,p0110059,,,INTEGER,,,White; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180b010
p11,63,p0110060,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,,d1Fc180b011
p11,64,p0110061,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Asian; Some Other Race,,d1Fc180b012
p11,65,p0110062,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180b013
p11,66,p0110063,,,INTEGER,,,Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180b014
p11,67,p0110064,,,INTEGER,,,American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180b015
p11,68,p0110065,,,INTEGER,,,Population of five races:,,d1Fc180b016
p11,69,p0110066,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,,d1Fc180b017
p11,70,p0110067,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Asian; Some Other Race,,d1Fc180b018
p11,71,p0110068,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180b019
p11,72,p0110069,,,INTEGER,,,White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180b01a
p11,73,p0110070,,,INTEGER,,,White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180b01b
p11,74,p0110071,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180b01c
p11,75,p0110072,,,INTEGER,,,Population of six races:,,d1Fc180b01d
p11,76,p0110073,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,,d1Fc180b01e
,,,,,,,,,,
p12,1,id,1,,INTEGER64,,6,,,d1Fc180c001
p12,2,stusab,,,VARCHAR,1,6,,,d1Fc180c002
p12,3,logrecno,,,INTEGER,1,7,,,d1Fc180c003
p12,4,p0120001,,,INTEGER,,,Total:,,d1Fc180c004
p12,5,p0120002,,,INTEGER,,,Male:,,d1Fc180c005
p12,6,p0120003,,,INTEGER,,,Under 5 years,,d1Fc180c006
p12,7,p0120004,,,INTEGER,,,5 to 9 years,,d1Fc180c007
p12,8,p0120005,,,INTEGER,,,10 to 14 years,,d1Fc180c008
p12,9,p0120006,,,INTEGER,,,15 to 17 years,,d1Fc180c009
p12,10,p0120007,,,INTEGER,,,18 and 19 years,,d1Fc180c00a
p12,11,p0120008,,,INTEGER,,,20 years,,d1Fc180c00b
p12,12,p0120009,,,INTEGER,,,21 years,,d1Fc180c00c
p12,13,p0120010,,,INTEGER,,,22 to 24 years,,d1Fc180c00d
p12,14,p0120011,,,INTEGER,,,25 to 29 years,,d1Fc180c00e
p12,15,p0120012,,,INTEGER,,,30 to 34 years,,d1Fc180c00f
p12,16,p0120013,,,INTEGER,,,35 to 39 years,,d1Fc180c00g
p12,17,p0120014,,,INTEGER,,,40 to 44 years,,d1Fc180c00h
p12,18,p0120015,,,INTEGER,,,45 to 49 years,,d1Fc180c00i
p12,19,p0120016,,,INTEGER,,,50 to 54 years,,d1Fc180c00j
p12,20,p0120017,,,INTEGER,,,55 to 59 years,,d1Fc180c00k
p12,21,p0120018,,,INTEGER,,,60 and 61 years,,d1Fc180c00l
p12,22,p0120019,,,INTEGER,,,62 to 64 years,,d1Fc180c00m
p12,23,p0120020,,,INTEGER,,,65 and 66 years,,d1Fc180c00n
p12,24,p0120021,,,INTEGER,,,67 to 69 years,,d1Fc180c00o
p12,25,p0120022,,,INTEGER,,,70 to 74 years,,d1Fc180c00p
p12,26,p0120023,,,INTEGER,,,75 to 79 years,,d1Fc180c00q
p12,27,p0120024,,,INTEGER,,,80 to 84 years,,d1Fc180c00r
p12,28,p0120025,,,INTEGER,,,85 years and over,,d1Fc180c00s
p12,29,p0120026,,,INTEGER,,,Female:,,d1Fc180c00t
p12,30,p0120027,,,INTEGER,,,Under 5 years,,d1Fc180c00u
p12,31,p0120028,,,INTEGER,,,5 to 9 years,,d1Fc180c00v
p12,32,p0120029,,,INTEGER,,,10 to 14 years,,d1Fc180c00w
p12,33,p0120030,,,INTEGER,,,15 to 17 years,,d1Fc180c00x
p12,34,p0120031,,,INTEGER,,,18 and 19 years,,d1Fc180c00y
p12,35,p0120032,,,INTEGER,,,20 years,,d1Fc180c00z
p12,36,p0120033,,,INTEGER,,,21 years,,d1Fc180c00A
p12,37,p0120034,,,INTEGER,,,22 to 24 years,,d1Fc180c00B
p12,38,p0120035,,,INTEGER,,,25 to 29 years,,d1Fc180c00C
p12,39,p0120036,,,INTEGER,,,30 to 34 years,,d1Fc180c00D
p12,40,p0120037,,,INTEGER,,,35 to 39 years,,d1Fc180c00E
p12,41,p0120038,,,INTEGER,,,40 to 44 years,,d1Fc180c00F
p12,42,p0120039,,,INTEGER,,,45 to 49 years,,d1Fc180c00G
p12,43,p0120040,,,INTEGER,,,50 to 54 years,,d1Fc180c00H
p12,44,p0120041,,,INTEGER,,,55 to 59 years,,d1Fc180c00I
p12,45,p0120042,,,INTEGER,,,60 and 61 years,,d1Fc180c00J
p12,46,p0120043,,,INTEGER,,,62 to 64 years,,d1Fc180c00K
p12,47,p0120044,,,INTEGER,,,65 and 66 years,,d1Fc180c00L
p12,48,p0120045,,,INTEGER,,,67 to 69 years,,d1Fc180c00M
p12,49,p0120046,,,INTEGER,,,70 to 74 years,,d1Fc180c00N
p12,50,p0120047,,,INTEGER,,,75 to 79 years,,d1Fc180c00O
p12,51,p0120048,,,INTEGER,,,80 to 84 years,,d1Fc180c00P
p12,52,p0120049,,,INTEGER,,,85 years and over,,d1Fc180c00Q
,,,,,,,,,,
p13,1,id,1,,INTEGER64,,6,,,d1Fc180d001
p13,2,stusab,,,VARCHAR,1,6,,,d1Fc180d002
p13,3,logrecno,,,INTEGER,1,7,,,d1Fc180d003
p13,4,p0130001,,,REAL,,,Both sexes,,d1Fc180d004
p13,5,p0130002,,,REAL,,,Male,,d1Fc180d005
p13,6,p0130003,,,REAL,,,Female,,d1Fc180d006
,,,,,,,,,,
p14,1,id,1,,INTEGER64,,6,,,d1Fc180e001
p14,2,stusab,,,VARCHAR,1,6,,,d1Fc180e002
p14,3,logrecno,,,INTEGER,1,7,,,d1Fc180e003
p14,4,p0140001,,,INTEGER,,,Total:,,d1Fc180e004
p14,5,p0140002,,,INTEGER,,,Male:,,d1Fc180e005
p14,6,p0140003,,,INTEGER,,,Under 1 year,,d1Fc180e006
p14,7,p0140004,,,INTEGER,,,1 year,,d1Fc180e007
p14,8,p0140005,,,INTEGER,,,2 years,,d1Fc180e008
p14,9,p0140006,,,INTEGER,,,3 years,,d1Fc180e009
p14,10,p0140007,,,INTEGER,,,4 years,,d1Fc180e00a
p14,11,p0140008,,,INTEGER,,,5 years,,d1Fc180e00b
p14,12,p0140009,,,INTEGER,,,6 years,,d1Fc180e00c
p14,13,p0140010,,,INTEGER,,,7 years,,d1Fc180e00d
p14,14,p0140011,,,INTEGER,,,8 years,,d1Fc180e00e
p14,15,p0140012,,,INTEGER,,,9 years,,d1Fc180e00f
p14,16,p0140013,,,INTEGER,,,10 years,,d1Fc180e00g
p14,17,p0140014,,,INTEGER,,,11 years,,d1Fc180e00h
p14,18,p0140015,,,INTEGER,,,12 years,,d1Fc180e00i
p14,19,p0140016,,,INTEGER,,,13 years,,d1Fc180e00j
p14,20,p0140017,,,INTEGER,,,14 years,,d1Fc180e00k
p14,21,p0140018,,,INTEGER,,,15 years,,d1Fc180e00l
p14,22,p0140019,,,INTEGER,,,16 years,,d1Fc180e00m
p14,23,p0140020,,,INTEGER,,,17 years,,d1Fc180e00n
p14,24,p0140021,,,INTEGER,,,18 years,,d1Fc180e00o
p14,25,p0140022,,,INTEGER,,,19 years,,d1Fc180e00p
p14,26,p0140023,,,INTEGER,,,Female:,,d1Fc180e00q
p14,27,p0140024,,,INTEGER,,,Under 1 year,,d1Fc180e00r
p14,28,p0140025,,,INTEGER,,,1 year,,d1Fc180e00s
p14,29,p0140026,,,INTEGER,,,2 years,,d1Fc180e00t
p14,30,p0140027,,,INTEGER,,,3 years,,d1Fc180e00u
p14,31,p0140028,,,INTEGER,,,4 years,,d1Fc180e00v
p14,32,p0140029,,,INTEGER,,,5 years,,d1Fc180e00w
p14,33,p0140030,,,INTEGER,,,6 years,,d1Fc180e00x
p14,34,p0140031,,,INTEGER,,,7 years,,d1Fc180e00y
p14,35,p0140032,,,INTEGER,,,8 years,,d1Fc180e00z
p14,36,p0140033,,,INTEGER,,,9 years,,d1Fc180e00A
p14,37,p0140034,,,INTEGER,,,10 years,,d1Fc180e00B
p14,38,p0140035,,,INTEGER,,,11 years,,d1Fc180e00C
p14,39,p0140036,,,INTEGER,,,12 years,,d1Fc180e00D
p14,40,p0140037,,,INTEGER,,,13 years,,d1Fc180e00E
p14,41,p0140038,,,INTEGER,,,14 years,,d1Fc180e00F
p14,42,p0140039,,,INTEGER,,,15 years,,d1Fc180e00G
p14,43,p0140040,,,INTEGER,,,16 years,,d1Fc180e00H
p14,44,p0140041,,,INTEGER,,,17 years,,d1Fc180e00I
p14,45,p0140042,,,INTEGER,,,18 years,,d1Fc180e00J
p14,46,p0140043,,,INTEGER,,,19 years,,d1Fc180e00K
,,,,,,,,,,
p15,1,id,1,,INTEGER64,,6,,,d1Fc180f001
p15,2,stusab,,,VARCHAR,1,6,,,d1Fc180f002
p15,3,logrecno,,,INTEGER,1,7,,,d1Fc180f003
p15,4,p0150001,,,INTEGER,,,Total:,,d1Fc180f004
p15,5,p0150002,,,INTEGER,,,Not Hispanic or Latino householder:,,d1Fc180f005
p15,6,p0150003,,,INTEGER,,,Householder who is White alone,,d1Fc180f006
p15,7,p0150004,,,INTEGER,,,Householder who is Black or African American alone,,d1Fc180f007
p15,8,p0150005,,,INTEGER,,,Householder who is American Indian and Alaska Native alone,,d1Fc180f008
p15,9,p0150006,,,INTEGER,,,Householder who is Asian alone,,d1Fc180f009
p15,10,p0150007,,,INTEGER,,,Householder who is Native Hawaiian and Other Pacific Islander alone,,d1Fc180f00a
p15,11,p0150008,,,INTEGER,,,Householder who is Some Other Race alone,,d1Fc180f00b
p15,12,p0150009,,,INTEGER,,,Householder who is Two or More Races,,d1Fc180f00c
p15,13,p0150010,,,INTEGER,,,Hispanic or Latino householder:,,d1Fc180f00d
p15,14,p0150011,,,INTEGER,,,Householder who is White alone,,d1Fc180f00e
p15,15,p0150012,,,INTEGER,,,Householder who is Black or African American alone,,d1Fc180f00f
p15,16,p0150013,,,INTEGER,,,Householder who is American Indian and Alaska Native alone,,d1Fc180f00g
p15,17,p0150014,,,INTEGER,,,Householder who is Asian alone,,d1Fc180f00h
p15,18,p0150015,,,INTEGER,,,Householder who is Native Hawaiian and Other Pacific Islander alone,,d1Fc180f00i
p15,19,p0150016,,,INTEGER,,,Householder who is Some Other Race alone,,d1Fc180f00j
p15,20,p0150017,,,INTEGER,,,Householder who is Two or More Races,,d1Fc180f00k
,,,,,,,,,,
p16,1,id,1,,INTEGER64,,6,,,d1Fc180g001
p16,2,stusab,,,VARCHAR,1,6,,,d1Fc180g002
p16,3,logrecno,,,INTEGER,1,7,,,d1Fc180g003
p16,4,p0160001,,,INTEGER,,,Total:,,d1Fc180g004
p16,5,p0160002,,,INTEGER,,,Under 18 years,,d1Fc180g005
p16,6,p0160003,,,INTEGER,,,18 years and over,,d1Fc180g006
,,,,,,,,,,
p17,1,id,1,,INTEGER64,,6,,,d1Fc180h001
p17,2,stusab,,,VARCHAR,1,6,,,d1Fc180h002
p17,3,logrecno,,,INTEGER,1,7,,,d1Fc180h003
p17,4,p0170001,,,REAL,,,Total:,,d1Fc180h004
p17,5,p0170002,,,REAL,,,Under 18 years,,d1Fc180h005
p17,6,p0170003,,,REAL,,,18 years and over,,d1Fc180h006
,,,,,,,,,,
p18,1,id,1,,INTEGER64,,6,,,d1Fc180i001
p18,2,stusab,,,VARCHAR,1,6,,,d1Fc180i002
p18,3,logrecno,,,INTEGER,1,7,,,d1Fc180i003
p18,4,p0180001,,,INTEGER,,,Total:,,d1Fc180i004
p18,5,p0180002,,,INTEGER,,,Family households:,,d1Fc180i005
p18,6,p0180003,,,INTEGER,,,Husband-wife family,,d1Fc180i006
p18,7,p0180004,,,INTEGER,,,Other family:,,d1Fc180i007
p18,8,p0180005,,,INTEGER,,,"Male householder, no wife present",,d1Fc180i008
p18,9,p0180006,,,INTEGER,,,"Female householder, no husband present",,d1Fc180i009
p18,10,p0180007,,,INTEGER,,,Nonfamily households:,,d1Fc180i00a
p18,11,p0180008,,,INTEGER,,,Householder living alone,,d1Fc180i00b
p18,12,p0180009,,,INTEGER,,,Householder not living alone,,d1Fc180i00c
,,,,,,,,,,
p19,1,id,1,,INTEGER64,,6,,,d1Fc180j001
p19,2,stusab,,,VARCHAR,1,6,,,d1Fc180j002
p19,3,logrecno,,,INTEGER,1,7,,,d1Fc180j003
p19,4,p0190001,,,INTEGER,,,Total:,,d1Fc180j004
p19,5,p0190002,,,INTEGER,,,1-person household:,,d1Fc180j005
p19,6,p0190003,,,INTEGER,,,Male householder,,d1Fc180j006
p19,7,p0190004,,,INTEGER,,,Female householder,,d1Fc180j007
p19,8,p0190005,,,INTEGER,,,2-or-more-person household:,,d1Fc180j008
p19,9,p0190006,,,INTEGER,,,Family households:,,d1Fc180j009
p19,10,p0190007,,,INTEGER,,,Husband-wife family:,,d1Fc180j00a
p19,11,p0190008,,,INTEGER,,,With own children under 18 years,,d1Fc180j00b
p19,12,p0190009,,,INTEGER,,,No own children under 18 years,,d1Fc180j00c
p19,13,p0190010,,,INTEGER,,,Other family:,,d1Fc180j00d
p19,14,p0190011,,,INTEGER,,,"Male householder, no wife present:",,d1Fc180j00e
p19,15,p0190012,,,INTEGER,,,With own children under 18 years,,d1Fc180j00f
p19,16,p0190013,,,INTEGER,,,No own children under 18 years,,d1Fc180j00g
p19,17,p0190014,,,INTEGER,,,"Female householder, no husband present:",,d1Fc180j00h
