table,seq,column,is_pk,is_fk,type,ui1,size,description,id
p40,9,p0400007,,,INTEGER,,,12 to 17 years,d4d0RJ1B009
p40,10,p0400008,,,INTEGER,,,In other families:,d4d0RJ1B00a
p40,11,p0400009,,,INTEGER,,,"In male householder, no wife present family",d4d0RJ1B00b
p40,12,p0400010,,,INTEGER,,,Under 3 years,d4d0RJ1B00c
p40,13,p0400011,,,INTEGER,,,3 and 4 years,d4d0RJ1B00d
p40,14,p0400012,,,INTEGER,,,5 years,d4d0RJ1B00e
p40,15,p0400013,,,INTEGER,,,6 to 11 years,d4d0RJ1B00f
p40,16,p0400014,,,INTEGER,,,12 to 17 years,d4d0RJ1B00g
p40,17,p0400015,,,INTEGER,,,"In female householder, no husband present family",d4d0RJ1B00h
p40,18,p0400016,,,INTEGER,,,Under 3 years,d4d0RJ1B00i
p40,19,p0400017,,,INTEGER,,,3 and 4 years,d4d0RJ1B00j
p40,20,p0400018,,,INTEGER,,,5 years,d4d0RJ1B00k
p40,21,p0400019,,,INTEGER,,,6 to 11 years,d4d0RJ1B00l
p40,22,p0400020,,,INTEGER,,,12 to 17 years,d4d0RJ1B00m
,,,,,,,,,
p41,1,id,1,,INTEGER64,,6,,d4d0RJ1C001
p41,2,geoid,,,VARCHAR,1,,,d4d0RJ1C002
p41,3,p0410001,,,INTEGER,,,Total:,d4d0RJ1C003
p41,4,p0410002,,,INTEGER,,,Under 3 years,d4d0RJ1C004
p41,5,p0410003,,,INTEGER,,,3 and 4 years,d4d0RJ1C005
p41,6,p0410004,,,INTEGER,,,5 years,d4d0RJ1C006
p41,7,p0410005,,,INTEGER,,,6 to 11 years,d4d0RJ1C007
p41,8,p0410006,,,INTEGER,,,12 to 17 years,d4d0RJ1C008
,,,,,,,,,
p42,1,id,1,,INTEGER64,,6,,d4d0RJ1D001
p42,2,geoid,,,VARCHAR,1,,,d4d0RJ1D002
p42,3,p0420001,,,INTEGER,,,Total:,d4d0RJ1D003
p42,4,p0420002,,,INTEGER,,,"Institutionalized population (101-106, 201-203, 301, 401-405):",d4d0RJ1D004
p42,5,p0420003,,,INTEGER,,,Correctional facilities for adults (101-106),d4d0RJ1D005
p42,6,p0420004,,,INTEGER,,,Juvenile facilities (201-203),d4d0RJ1D006
p42,7,p0420005,,,INTEGER,,,Nursing facilities/Skilled-nursing facilities (301),d4d0RJ1D007
p42,8,p0420006,,,INTEGER,,,Other institutional facilities (401-405),d4d0RJ1D008
p42,9,p0420007,,,INTEGER,,,"Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904):",d4d0RJ1D009
p42,10,p0420008,,,INTEGER,,,College/University student housing (501),d4d0RJ1D00a
p42,11,p0420009,,,INTEGER,,,Military quarters (601-602),d4d0RJ1D00b
p42,12,p0420010,,,INTEGER,,,"Other noninstitutional facilities (701-702, 704, 706,   801-802, 900-901, 903-904)",d4d0RJ1D00c
,,,,,,,,,
p43,1,id,1,,INTEGER64,,6,,d4d0RJ1E001
p43,2,geoid,,,VARCHAR,1,,,d4d0RJ1E002
p43,3,p0430001,,,INTEGER,,,Total:,d4d0RJ1E003
p43,4,p0430002,,,INTEGER,,,Male:,d4d0RJ1E004
p43,5,p0430003,,,INTEGER,,,Under 18 years:,d4d0RJ1E005
p43,6,p0430004,,,INTEGER,,,"Institutionalized population (101-106, 201-203, 301, 401-405):",d4d0RJ1E006
p43,7,p0430005,,,INTEGER,,,Correctional facilities for adults (101-106),d4d0RJ1E007
p43,8,p0430006,,,INTEGER,,,Juvenile facilities (201-203),d4d0RJ1E008
p43,9,p0430007,,,INTEGER,,,Nursing facilities/Skilled-nursing facilities (301),d4d0RJ1E009
p43,10,p0430008,,,INTEGER,,,Other institutional facilities (401-405),d4d0RJ1E00a
p43,11,p0430009,,,INTEGER,,,"Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904):",d4d0RJ1E00b
p43,12,p0430010,,,INTEGER,,,College/University student housing (501),d4d0RJ1E00c
p43,13,p0430011,,,INTEGER,,,Military quarters (601-602),d4d0RJ1E00d
p43,14,p0430012,,,INTEGER,,,"Other noninstitutional facilities (701-702, 704, 706,   801-802, 900-901, 903-904)",d4d0RJ1E00e
p43,15,p0430013,,,INTEGER,,,18 to 64 years:,d4d0RJ1E00f
p43,16,p0430014,,,INTEGER,,,"Institutionalized population (101-106, 201-203, 301, 401-405):",d4d0RJ1E00g
p43,17,p0430015,,,INTEGER,,,Correctional facilities for adults (101-106),d4d0RJ1E00h
p43,18,p0430016,,,INTEGER,,,Juvenile facilities (201-203),d4d0RJ1E00i
p43,19,p0430017,,,INTEGER,,,Nursing facilities/Skilled-nursing facilities (301),d4d0RJ1E00j
p43,20,p0430018,,,INTEGER,,,Other institutional facilities (401-405),d4d0RJ1E00k
p43,21,p0430019,,,INTEGER,,,"Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904):",d4d0RJ1E00l
p43,22,p0430020,,,INTEGER,,,College/University student housing (501),d4d0RJ1E00m
p43,23,p0430021,,,INTEGER,,,Military quarters (601-602),d4d0RJ1E00n
p43,24,p0430022,,,INTEGER,,,"Other noninstitutional facilities (701-702, 704, 706,   801-802, 900-901, 903-904)",d4d0RJ1E00o
p43,25,p0430023,,,INTEGER,,,65 years and over:,d4d0RJ1E00p
p43,26,p0430024,,,INTEGER,,,"Institutionalized population (101-106, 201-203, 301, 401-405):",d4d0RJ1E00q
p43,27,p0430025,,,INTEGER,,,Correctional facilities for adults (101-106),d4d0RJ1E00r
p43,28,p0430026,,,INTEGER,,,Juvenile facilities (201-203),d4d0RJ1E00s
p43,29,p0430027,,,INTEGER,,,Nursing facilities/Skilled-nursing facilities (301),d4d0RJ1E00t
p43,30,p0430028,,,INTEGER,,,Other institutional facilities (401-405),d4d0RJ1E00u
p43,31,p0430029,,,INTEGER,,,"Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904):",d4d0RJ1E00v
p43,32,p0430030,,,INTEGER,,,College/University student housing (501),d4d0RJ1E00w
p43,33,p0430031,,,INTEGER,,,Military quarters (601-602),d4d0RJ1E00x
p43,34,p0430032,,,INTEGER,,,"Other noninstitutional facilities (701-702, 704, 706,   801-802, 900-901, 903-904)",d4d0RJ1E00y
p43,35,p0430033,,,INTEGER,,,Female:,d4d0RJ1E00z
p43,36,p0430034,,,INTEGER,,,Under 18 years:,d4d0RJ1E00A
p43,37,p0430035,,,INTEGER,,,"Institutionalized population (101-106, 201-203, 301, 401-405):",d4d0RJ1E00B
p43,38,p0430036,,,INTEGER,,,Correctional facilities for adults (101-106),d4d0RJ1E00C
p43,39,p0430037,,,INTEGER,,,Juvenile facilities (201-203),d4d0RJ1E00D
p43,40,p0430038,,,INTEGER,,,Nursing facilities/Skilled-nursing facilities (301),d4d0RJ1E00E
p43,41,p0430039,,,INTEGER,,,Other institutional facilities (401-405),d4d0RJ1E00F
p43,42,p0430040,,,INTEGER,,,"Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904):",d4d0RJ1E00G
p43,43,p0430041,,,INTEGER,,,College/University student housing (501),d4d0RJ1E00H
p43,44,p0430042,,,INTEGER,,,Military quarters (601-602),d4d0RJ1E00I
p43,45,p0430043,,,INTEGER,,,"Other noninstitutional facilities (701-702, 704, 706,   801-802, 900-901, 903-904)",d4d0RJ1E00J
p43,46,p0430044,,,INTEGER,,,18 to 64 years:,d4d0RJ1E00K
p43,47,p0430045,,,INTEGER,,,"Institutionalized population (101-106, 201-203, 301, 401-405):",d4d0RJ1E00L
p43,48,p0430046,,,INTEGER,,,Correctional facilities for adults (101-106),d4d0RJ1E00M
p43,49,p0430047,,,INTEGER,,,Juvenile facilities (201-203),d4d0RJ1E00N
p43,50,p0430048,,,INTEGER,,,Nursing facilities/Skilled-nursing facilities (301),d4d0RJ1E00O
p43,51,p0430049,,,INTEGER,,,Other institutional facilities (401-405),d4d0RJ1E00P
p43,52,p0430050,,,INTEGER,,,"Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904):",d4d0RJ1E00Q
p43,53,p0430051,,,INTEGER,,,College/University student housing (501),d4d0RJ1E00R
p43,54,p0430052,,,INTEGER,,,Military quarters (601-602),d4d0RJ1E00S
p43,55,p0430053,,,INTEGER,,,"Other noninstitutional facilities (701-702, 704, 706,   801-802, 900-901, 903-904)",d4d0RJ1E00T
p43,56,p0430054,,,INTEGER,,,65 years and over:,d4d0RJ1E00U
p43,57,p0430055,,,INTEGER,,,"Institutionalized population (101-106, 201-203, 301, 401-405):",d4d0RJ1E00V
p43,58,p0430056,,,INTEGER,,,Correctional facilities for adults (101-106),d4d0RJ1E00W
p43,59,p0430057,,,INTEGER,,,Juvenile facilities (201-203),d4d0RJ1E00X
p43,60,p0430058,,,INTEGER,,,Nursing facilities/Skilled-nursing facilities (301),d4d0RJ1E00Y
p43,61,p0430059,,,INTEGER,,,Other institutional facilities (401-405),d4d0RJ1E00Z
p43,62,p0430060,,,INTEGER,,,"Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904):",d4d0RJ1E010
p43,63,p0430061,,,INTEGER,,,College/University student housing (501),d4d0RJ1E011
p43,64,p0430062,,,INTEGER,,,Military quarters (601-602),d4d0RJ1E012
p43,65,p0430063,,,INTEGER,,,"Other noninstitutional facilities (701-702, 704, 706,   801-802, 900-901, 903-904)",d4d0RJ1E013
,,,,,,,,,
p44,1,id,1,,INTEGER64,,6,,d4d0RJ1F001
p44,2,geoid,,,VARCHAR,1,,,d4d0RJ1F002
p44,3,p0440001,,,INTEGER,,,Total:,d4d0RJ1F003
p44,4,p0440002,,,INTEGER,,,Not substituted,d4d0RJ1F004
p44,5,p0440003,,,INTEGER,,,Substituted,d4d0RJ1F005
,,,,,,,,,
p45,1,id,1,,INTEGER64,,6,,d4d0RJ1G001
p45,2,geoid,,,VARCHAR,1,,,d4d0RJ1G002
p45,3,p0450001,,,INTEGER,,,Total:,d4d0RJ1G003
p45,4,p0450002,,,INTEGER,,,No items allocated,d4d0RJ1G004
p45,5,p0450003,,,INTEGER,,,One or more items allocated,d4d0RJ1G005
,,,,,,,,,
p46,1,id,1,,INTEGER64,,6,,d4d0RJ1H001
p46,2,geoid,,,VARCHAR,1,,,d4d0RJ1H002
p46,3,p0460001,,,INTEGER,,,Total:,d4d0RJ1H003
p46,4,p0460002,,,INTEGER,,,Allocated,d4d0RJ1H004
p46,5,p0460003,,,INTEGER,,,Not allocated,d4d0RJ1H005
,,,,,,,,,
p47,1,id,1,,INTEGER64,,6,,d4d0RJ1I001
p47,2,geoid,,,VARCHAR,1,,,d4d0RJ1I002
p47,3,p0470001,,,INTEGER,,,Total:,d4d0RJ1I003
p47,4,p0470002,,,INTEGER,,,Allocated,d4d0RJ1I004
p47,5,p0470003,,,INTEGER,,,Not allocated,d4d0RJ1I005
,,,,,,,,,
p48,1,id,1,,INTEGER64,,6,,d4d0RJ1J001
p48,2,geoid,,,VARCHAR,1,,,d4d0RJ1J002
p48,3,p0480001,,,INTEGER,,,Total:,d4d0RJ1J003
p48,4,p0480002,,,INTEGER,,,Allocated,d4d0RJ1J004
p48,5,p0480003,,,INTEGER,,,Not allocated,d4d0RJ1J005
,,,,,,,,,
p49,1,id,1,,INTEGER64,,6,,d4d0RJ1K001
p49,2,geoid,,,VARCHAR,1,,,d4d0RJ1K002
p49,3,p0490001,,,INTEGER,,,Total:,d4d0RJ1K003
p49,4,p0490002,,,INTEGER,,,Allocated,d4d0RJ1K004
p49,5,p0490003,,,INTEGER,,,Not allocated,d4d0RJ1K005
,,,,,,,,,
p5,1,id,1,,INTEGER64,,6,,d4d0RJ1L001
p5,2,geoid,,,VARCHAR,1,,,d4d0RJ1L002
p5,3,p0050001,,,INTEGER,,,Total:,d4d0RJ1L003
p5,4,p0050002,,,INTEGER,,,Not Hispanic or Latino:,d4d0RJ1L004
p5,5,p0050003,,,INTEGER,,,White alone,d4d0RJ1L005
p5,6,p0050004,,,INTEGER,,,Black or African American alone,d4d0RJ1L006
p5,7,p0050005,,,INTEGER,,,American Indian and Alaska Native alone,d4d0RJ1L007
p5,8,p0050006,,,INTEGER,,,Asian alone,d4d0RJ1L008
p5,9,p0050007,,,INTEGER,,,Native Hawaiian and Other Pacific Islander alone,d4d0RJ1L009
p5,10,p0050008,,,INTEGER,,,Some Other Race alone,d4d0RJ1L00a
p5,11,p0050009,,,INTEGER,,,Two or More Races,d4d0RJ1L00b
p5,12,p0050010,,,INTEGER,,,Hispanic or Latino:,d4d0RJ1L00c
p5,13,p0050011,,,INTEGER,,,White alone,d4d0RJ1L00d
p5,14,p0050012,,,INTEGER,,,Black or African American alone,d4d0RJ1L00e
p5,15,p0050013,,,INTEGER,,,American Indian and Alaska Native alone,d4d0RJ1L00f
p5,16,p0050014,,,INTEGER,,,Asian alone,d4d0RJ1L00g
p5,17,p0050015,,,INTEGER,,,Native Hawaiian and Other Pacific Islander alone,d4d0RJ1L00h
p5,18,p0050016,,,INTEGER,,,Some Other Race alone,d4d0RJ1L00i
p5,19,p0050017,,,INTEGER,,,Two or More Races,d4d0RJ1L00j
,,,,,,,,,
p6,1,id,1,,INTEGER64,,6,,d4d0RJ1M001
p6,2,geoid,,,VARCHAR,1,,,d4d0RJ1M002
p6,3,p0060001,,,INTEGER,,,Total races tallied:,d4d0RJ1M003
p6,4,p0060002,,,INTEGER,,,White alone or in combination with one or more other races,d4d0RJ1M004
p6,5,p0060003,,,INTEGER,,,Black or African American alone or in combination with one or more other races,d4d0RJ1M005
p6,6,p0060004,,,INTEGER,,,American Indian and Alaska Native alone or in combination with one or more other races,d4d0RJ1M006
p6,7,p0060005,,,INTEGER,,,Asian alone or in combination with one or more other races,d4d0RJ1M007
p6,8,p0060006,,,INTEGER,,,Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races,d4d0RJ1M008
p6,9,p0060007,,,INTEGER,,,Some Other Race alone or in combination with one or more other races,d4d0RJ1M009
,,,,,,,,,
p7,1,id,1,,INTEGER64,,6,,d4d0RJ1N001
p7,2,geoid,,,VARCHAR,1,,,d4d0RJ1N002
p7,3,p0070001,,,INTEGER,,,Total races tallied:,d4d0RJ1N003
p7,4,p0070002,,,INTEGER,,,Not Hispanic or Latino:,d4d0RJ1N004
p7,5,p0070003,,,INTEGER,,,White alone or in combination with one or more other races,d4d0RJ1N005
p7,6,p0070004,,,INTEGER,,,Black or African American alone or in combination with one or more other races,d4d0RJ1N006
p7,7,p0070005,,,INTEGER,,,American Indian and Alaska Native alone or in combination with one or more other races,d4d0RJ1N007
p7,8,p0070006,,,INTEGER,,,Asian alone or in combination with one or more other races,d4d0RJ1N008
p7,9,p0070007,,,INTEGER,,,Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races,d4d0RJ1N009
p7,10,p0070008,,,INTEGER,,,Some Other Race alone or in combination with one or more other races,d4d0RJ1N00a
p7,11,p0070009,,,INTEGER,,,Hispanic or Latino:,d4d0RJ1N00b
p7,12,p0070010,,,INTEGER,,,White alone or in combination with one or more other races,d4d0RJ1N00c
p7,13,p0070011,,,INTEGER,,,Black or African American alone or in combination with one or more other races,d4d0RJ1N00d
p7,14,p0070012,,,INTEGER,,,American Indian and Alaska Native alone or in combination with one or more other races,d4d0RJ1N00e
p7,15,p0070013,,,INTEGER,,,Asian alone or in combination with one or more other races,d4d0RJ1N00f
p7,16,p0070014,,,INTEGER,,,Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races,d4d0RJ1N00g
p7,17,p0070015,,,INTEGER,,,Some Other Race alone or in combination with one or more other races,d4d0RJ1N00h
,,,,,,,,,
p8,1,id,1,,INTEGER64,,6,,d4d0RJ1O001
p8,2,geoid,,,VARCHAR,1,,,d4d0RJ1O002
p8,3,p0080001,,,INTEGER,,,Total:,d4d0RJ1O003
p8,4,p0080002,,,INTEGER,,,Population of one race:,d4d0RJ1O004
p8,5,p0080003,,,INTEGER,,,White alone,d4d0RJ1O005
p8,6,p0080004,,,INTEGER,,,Black or African American alone,d4d0RJ1O006
p8,7,p0080005,,,INTEGER,,,American Indian and Alaska Native alone,d4d0RJ1O007
p8,8,p0080006,,,INTEGER,,,Asian alone,d4d0RJ1O008
p8,9,p0080007,,,INTEGER,,,Native Hawaiian and Other Pacific Islander alone,d4d0RJ1O009
p8,10,p0080008,,,INTEGER,,,Some Other Race alone,d4d0RJ1O00a
p8,11,p0080009,,,INTEGER,,,Two or More Races:,d4d0RJ1O00b
p8,12,p0080010,,,INTEGER,,,Population of two races:,d4d0RJ1O00c
p8,13,p0080011,,,INTEGER,,,White; Black or African American,d4d0RJ1O00d
p8,14,p0080012,,,INTEGER,,,White; American Indian and Alaska Native,d4d0RJ1O00e
p8,15,p0080013,,,INTEGER,,,White; Asian,d4d0RJ1O00f
p8,16,p0080014,,,INTEGER,,,White; Native Hawaiian and Other Pacific Islander,d4d0RJ1O00g
p8,17,p0080015,,,INTEGER,,,White; Some Other Race,d4d0RJ1O00h
p8,18,p0080016,,,INTEGER,,,Black or African American; American Indian and Alaska Native,d4d0RJ1O00i
p8,19,p0080017,,,INTEGER,,,Black or African American; Asian,d4d0RJ1O00j
p8,20,p0080018,,,INTEGER,,,Black or African American; Native Hawaiian and Other Pacific Islander,d4d0RJ1O00k
p8,21,p0080019,,,INTEGER,,,Black or African American; Some Other Race,d4d0RJ1O00l
p8,22,p0080020,,,INTEGER,,,American Indian and Alaska Native; Asian,d4d0RJ1O00m
p8,23,p0080021,,,INTEGER,,,American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,d4d0RJ1O00n
p8,24,p0080022,,,INTEGER,,,American Indian and Alaska Native; Some Other Race,d4d0RJ1O00o
p8,25,p0080023,,,INTEGER,,,Asian; Native Hawaiian and Other Pacific Islander,d4d0RJ1O00p
p8,26,p0080024,,,INTEGER,,,Asian; Some Other Race,d4d0RJ1O00q
p8,27,p0080025,,,INTEGER,,,Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1O00r
p8,28,p0080026,,,INTEGER,,,Population of three races:,d4d0RJ1O00s
p8,29,p0080027,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native,d4d0RJ1O00t
p8,30,p0080028,,,INTEGER,,,White; Black or African American; Asian,d4d0RJ1O00u
p8,31,p0080029,,,INTEGER,,,White; Black or African American; Native Hawaiian and Other Pacific Islander,d4d0RJ1O00v
p8,32,p0080030,,,INTEGER,,,White; Black or African American; Some Other Race,d4d0RJ1O00w
p8,33,p0080031,,,INTEGER,,,White; American Indian and Alaska Native; Asian,d4d0RJ1O00x
p8,34,p0080032,,,INTEGER,,,White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,d4d0RJ1O00y
p8,35,p0080033,,,INTEGER,,,White; American Indian and Alaska Native; Some Other Race,d4d0RJ1O00z
p8,36,p0080034,,,INTEGER,,,White; Asian; Native Hawaiian and Other Pacific Islander,d4d0RJ1O00A
p8,37,p0080035,,,INTEGER,,,White; Asian; Some Other Race,d4d0RJ1O00B
p8,38,p0080036,,,INTEGER,,,White; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1O00C
p8,39,p0080037,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Asian,d4d0RJ1O00D
p8,40,p0080038,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,d4d0RJ1O00E
p8,41,p0080039,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Some Other Race,d4d0RJ1O00F
p8,42,p0080040,,,INTEGER,,,Black or African American; Asian; Native Hawaiian and Other Pacific Islander,d4d0RJ1O00G
p8,43,p0080041,,,INTEGER,,,Black or African American; Asian; Some Other Race,d4d0RJ1O00H
p8,44,p0080042,,,INTEGER,,,Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1O00I
p8,45,p0080043,,,INTEGER,,,American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,d4d0RJ1O00J
p8,46,p0080044,,,INTEGER,,,American Indian and Alaska Native; Asian; Some Other Race,d4d0RJ1O00K
p8,47,p0080045,,,INTEGER,,,American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1O00L
p8,48,p0080046,,,INTEGER,,,Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1O00M
p8,49,p0080047,,,INTEGER,,,Population of four races:,d4d0RJ1O00N
p8,50,p0080048,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Asian,d4d0RJ1O00O
p8,51,p0080049,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,d4d0RJ1O00P
p8,52,p0080050,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Some Other Race,d4d0RJ1O00Q
p8,53,p0080051,,,INTEGER,,,White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander,d4d0RJ1O00R
p8,54,p0080052,,,INTEGER,,,White; Black or African American; Asian; Some Other Race,d4d0RJ1O00S
p8,55,p0080053,,,INTEGER,,,White; Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1O00T
p8,56,p0080054,,,INTEGER,,,White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,d4d0RJ1O00U
p8,57,p0080055,,,INTEGER,,,White; American Indian and Alaska Native; Asian; Some Other Race,d4d0RJ1O00V
p8,58,p0080056,,,INTEGER,,,White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1O00W
p8,59,p0080057,,,INTEGER,,,White; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1O00X
p8,60,p0080058,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,d4d0RJ1O00Y
p8,61,p0080059,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Asian; Some Other Race,d4d0RJ1O00Z
p8,62,p0080060,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1O010
p8,63,p0080061,,,INTEGER,,,Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1O011
p8,64,p0080062,,,INTEGER,,,American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1O012
p8,65,p0080063,,,INTEGER,,,Population of five races:,d4d0RJ1O013
p8,66,p0080064,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,d4d0RJ1O014
p8,67,p0080065,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Asian; Some Other Race,d4d0RJ1O015
p8,68,p0080066,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1O016
p8,69,p0080067,,,INTEGER,,,White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1O017
p8,70,p0080068,,,INTEGER,,,White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1O018
p8,71,p0080069,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1O019
p8,72,p0080070,,,INTEGER,,,Population of six races:,d4d0RJ1O01a
p8,73,p0080071,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1O01b
,,,,,,,,,
p9,1,id,1,,INTEGER64,,6,,d4d0RJ1P001
p9,2,geoid,,,VARCHAR,1,,,d4d0RJ1P002
p9,3,p0090001,,,INTEGER,,,Total:,d4d0RJ1P003
p9,4,p0090002,,,INTEGER,,,Hispanic or Latino,d4d0RJ1P004
p9,5,p0090003,,,INTEGER,,,Not Hispanic or Latino:,d4d0RJ1P005
p9,6,p0090004,,,INTEGER,,,Population of one race:,d4d0RJ1P006
p9,7,p0090005,,,INTEGER,,,White alone,d4d0RJ1P007
p9,8,p0090006,,,INTEGER,,,Black or African American alone,d4d0RJ1P008
p9,9,p0090007,,,INTEGER,,,American Indian and Alaska Native alone,d4d0RJ1P009
p9,10,p0090008,,,INTEGER,,,Asian alone,d4d0RJ1P00a
p9,11,p0090009,,,INTEGER,,,Native Hawaiian and Other Pacific Islander alone,d4d0RJ1P00b
p9,12,p0090010,,,INTEGER,,,Some Other Race alone,d4d0RJ1P00c
p9,13,p0090011,,,INTEGER,,,Two or More Races:,d4d0RJ1P00d
p9,14,p0090012,,,INTEGER,,,Population of two races:,d4d0RJ1P00e
p9,15,p0090013,,,INTEGER,,,White; Black or African American,d4d0RJ1P00f
p9,16,p0090014,,,INTEGER,,,White; American Indian and Alaska Native,d4d0RJ1P00g
p9,17,p0090015,,,INTEGER,,,White; Asian,d4d0RJ1P00h
p9,18,p0090016,,,INTEGER,,,White; Native Hawaiian and Other Pacific Islander,d4d0RJ1P00i
p9,19,p0090017,,,INTEGER,,,White; Some Other Race,d4d0RJ1P00j
p9,20,p0090018,,,INTEGER,,,Black or African American; American Indian and Alaska Native,d4d0RJ1P00k
p9,21,p0090019,,,INTEGER,,,Black or African American; Asian,d4d0RJ1P00l
p9,22,p0090020,,,INTEGER,,,Black or African American; Native Hawaiian and Other Pacific Islander,d4d0RJ1P00m
p9,23,p0090021,,,INTEGER,,,Black or African American; Some Other Race,d4d0RJ1P00n
p9,24,p0090022,,,INTEGER,,,American Indian and Alaska Native; Asian,d4d0RJ1P00o
p9,25,p0090023,,,INTEGER,,,American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,d4d0RJ1P00p
p9,26,p0090024,,,INTEGER,,,American Indian and Alaska Native; Some Other Race,d4d0RJ1P00q
p9,27,p0090025,,,INTEGER,,,Asian; Native Hawaiian and Other Pacific Islander,d4d0RJ1P00r
p9,28,p0090026,,,INTEGER,,,Asian; Some Other Race,d4d0RJ1P00s
p9,29,p0090027,,,INTEGER,,,Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1P00t
p9,30,p0090028,,,INTEGER,,,Population of three races:,d4d0RJ1P00u
p9,31,p0090029,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native,d4d0RJ1P00v
p9,32,p0090030,,,INTEGER,,,White; Black or African American; Asian,d4d0RJ1P00w
p9,33,p0090031,,,INTEGER,,,White; Black or African American; Native Hawaiian and Other Pacific Islander,d4d0RJ1P00x
p9,34,p0090032,,,INTEGER,,,White; Black or African American; Some Other Race,d4d0RJ1P00y
p9,35,p0090033,,,INTEGER,,,White; American Indian and Alaska Native; Asian,d4d0RJ1P00z
p9,36,p0090034,,,INTEGER,,,White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,d4d0RJ1P00A
p9,37,p0090035,,,INTEGER,,,White; American Indian and Alaska Native; Some Other Race,d4d0RJ1P00B
p9,38,p0090036,,,INTEGER,,,White; Asian; Native Hawaiian and Other Pacific Islander,d4d0RJ1P00C
p9,39,p0090037,,,INTEGER,,,White; Asian; Some Other Race,d4d0RJ1P00D
p9,40,p0090038,,,INTEGER,,,White; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1P00E
p9,41,p0090039,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Asian,d4d0RJ1P00F
p9,42,p0090040,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,d4d0RJ1P00G
p9,43,p0090041,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Some Other Race,d4d0RJ1P00H
